-1.06	10.00
-0.96	8.00
-0.83	6.00
-0.64	4.00
-0.59	3.50
-0.52	3.00
-0.03	0.15
-0.02	0.10
-0.01	0.05
0.00	0.00
0.01	-0.05
0.02	-0.10
0.03	-0.15
0.52	-3.00
0.59	-3.50
0.64	-4.00
0.83	-6.00
0.96	-8.00
1.06	-10.0
